Community_Name,Country,Crop_Type,Farm_Size,Tech_Adoption_Index,Drone_Usage,Mobile_Tech,Annual_Yield,Fertilizer_Type,Irrigation,Weather_Station,Annual_Rainfall
Harvest Farmers Union,Kenya,Rice,97.18,66,Yes,None,222.05,None,Sprinkler,No,621.01
Meadow Farmers Group,South Africa,Rice,35.57,73,No,SMS,832.19,Organic,Drip,Yes,1148.09
Harvest Agri Society,Tanzania,Barley,29.8,94,Yes,None,936.27,Organic,Sprinkler,No,900.36
Savannah Agri Society,Tanzania,Maize,60.55,74,Yes,SMS,279.53,None,Drip,Yes,786.95
Golden Farmers Group,Nigeria,Rice,77.76,80,No,SMS,110.02,None,None,No,864.12
Golden Agri Society,South Africa,Maize,46.08,39,Yes,None,397.86,None,Sprinkler,No,998.64
Golden Farmers Group,Ghana,Maize,63.38,71,Yes,Mobile Apps,127.45,Inorganic,Drip,No,523.63
Savannah Growers Coalition,Tanzania,Rice,71.94,1,No,None,845.18,Inorganic,Sprinkler,No,1091.86
Valley Cultivators Club,Tanzania,Wheat,96.1,67,No,Mobile Apps,542.36,Organic,Drip,Yes,1167.61
Green Agri Society,Kenya,Wheat,17.34,61,No,None,677.67,None,None,Yes,853.6
Meadow Cultivators Club,Tanzania,Rice,99.74,79,No,None,470.34,Organic,None,No,945.82
Valley Farmers Group,Tanzania,Barley,39.82,57,No,Mobile Apps,410.96,None,None,Yes,1087.87
Meadow Farmers Group,Tanzania,Sorghum,72.6,84,No,Mobile Apps,299.98,None,Sprinkler,Yes,699.85
Meadow Agri Society,South Africa,Maize,57.67,68,No,None,793.48,None,None,No,1194.27
Savannah Growers Coalition,South Africa,Sorghum,49.18,57,No,None,725.99,None,Sprinkler,Yes,944.4
Prairie Farmers Group,Kenya,Rice,70.11,34,Yes,None,424.66,None,None,No,739.2
Green Farmers Union,Nigeria,Maize,40.18,13,Yes,Mobile Apps,389.0,Inorganic,Sprinkler,No,941.87
Meadow Agricultural Association,Tanzania,Sorghum,13.48,14,No,None,101.12,Organic,None,Yes,817.34
Savannah Agricultural Association,Nigeria,Wheat,49.4,5,Yes,Mobile Apps,157.2,None,Drip,Yes,489.31
Valley Growers Coalition,South Africa,Barley,52.67,15,No,SMS,660.93,Inorganic,Drip,No,1036.69
Prairie Cultivators Club,Tanzania,Sorghum,20.99,86,Yes,Mobile Apps,563.15,Inorganic,Sprinkler,No,851.5
Golden Agricultural Association,Nigeria,Barley,93.63,94,Yes,SMS,491.32,None,None,No,1036.68
Savannah Cultivators Club,Nigeria,Wheat,23.52,45,No,None,844.75,None,None,Yes,523.93
Golden Farmers Group,Ghana,Sorghum,41.51,62,Yes,None,553.51,Inorganic,Drip,No,830.69
River Growers Coalition,South Africa,Rice,16.34,11,Yes,Mobile Apps,446.04,None,None,No,1013.3
Green Farmers Group,Kenya,Maize,54.04,40,Yes,SMS,245.13,Inorganic,None,No,1190.64
Green Growers Coalition,Kenya,Wheat,31.46,18,No,None,838.62,None,Sprinkler,No,1107.52
Valley Farmers Group,Ghana,Barley,49.44,75,Yes,None,618.62,Inorganic,Drip,No,1091.48
Savannah Farmers Group,Nigeria,Barley,23.24,76,Yes,SMS,183.21,None,None,Yes,597.97
Meadow Cultivators Club,Ghana,Wheat,6.32,1,No,None,684.01,Inorganic,None,Yes,1070.39
Valley Farmers Group,Ghana,Rice,78.14,19,Yes,None,482.56,Organic,Sprinkler,Yes,535.43
Sunrise Agricultural Association,South Africa,Rice,64.47,94,Yes,Mobile Apps,830.25,None,Sprinkler,Yes,558.49
Meadow Agricultural Association,Tanzania,Barley,34.73,8,Yes,None,927.02,None,Sprinkler,Yes,488.09
Meadow Farmers Union,Nigeria,Wheat,5.7,20,Yes,SMS,640.42,Inorganic,Sprinkler,No,1086.08
Meadow Farmers Union,Kenya,Wheat,86.69,7,No,None,758.45,None,None,Yes,486.6
River Cultivators Club,Kenya,Maize,17.81,38,No,Mobile Apps,150.93,Organic,None,No,510.49
Mountain Farmers Group,Ghana,Barley,93.14,36,No,None,604.23,Organic,None,Yes,596.71
Harvest Agri Society,Ghana,Rice,48.38,28,Yes,SMS,779.81,Inorganic,Sprinkler,Yes,858.13
Sunrise Farmers Group,Ghana,Sorghum,34.7,82,No,None,547.09,Inorganic,None,No,1104.14
Prairie Farmers Group,Nigeria,Rice,74.43,34,Yes,SMS,634.2,None,Drip,Yes,734.58
Savannah Farmers Group,Ghana,Rice,87.81,37,Yes,Mobile Apps,909.05,Inorganic,Drip,Yes,837.03
Golden Agricultural Association,Ghana,Sorghum,37.7,89,No,None,278.29,Organic,None,No,533.19
Green Farmers Union,Tanzania,Barley,41.33,74,No,None,188.42,Organic,Sprinkler,Yes,612.76
Green Cultivators Club,Nigeria,Maize,43.88,99,No,Mobile Apps,721.58,None,Drip,Yes,507.14
Mountain Farmers Group,South Africa,Rice,92.31,34,Yes,SMS,840.56,Organic,None,Yes,727.94
Mountain Farmers Union,South Africa,Rice,69.56,67,Yes,SMS,865.44,Inorganic,Drip,No,872.27
Mountain Farmers Union,Tanzania,Barley,25.52,2,Yes,None,677.48,None,Drip,Yes,627.22
Sunrise Farmers Group,Kenya,Barley,19.31,11,Yes,SMS,849.89,None,Drip,Yes,1076.8
Savannah Farmers Union,South Africa,Wheat,23.81,31,No,SMS,730.6,None,Drip,No,1184.99
Mountain Agri Society,Nigeria,Barley,27.09,46,No,None,178.64,Inorganic,None,Yes,496.12
Green Farmers Union,Kenya,Barley,23.79,62,Yes,SMS,785.84,None,Drip,No,414.29
Green Farmers Union,Ghana,Rice,66.19,25,Yes,SMS,261.42,None,None,No,1031.82
Meadow Cultivators Club,Nigeria,Maize,12.48,42,No,None,312.95,Organic,Drip,No,552.51
Green Agri Society,Kenya,Rice,39.35,76,No,None,455.19,Organic,Drip,No,682.52
Prairie Farmers Union,South Africa,Barley,62.88,43,Yes,SMS,383.11,None,Drip,Yes,715.38
Harvest Farmers Group,Ghana,Wheat,29.8,37,No,None,389.49,Inorganic,None,Yes,1133.28
Meadow Farmers Union,Ghana,Maize,7.46,28,Yes,SMS,252.33,Inorganic,Drip,No,927.07
Golden Growers Coalition,Nigeria,Wheat,9.1,54,Yes,SMS,364.48,Inorganic,Drip,Yes,432.49
Golden Agri Society,Ghana,Sorghum,13.47,51,Yes,SMS,117.7,Inorganic,Sprinkler,Yes,411.85
Harvest Agri Society,Kenya,Wheat,83.75,18,Yes,SMS,525.62,Organic,Drip,Yes,559.65
Sunrise Agricultural Association,Tanzania,Wheat,66.13,34,No,None,791.73,Inorganic,Sprinkler,No,654.54
Golden Farmers Group,South Africa,Barley,7.39,47,No,None,876.02,Inorganic,None,Yes,787.62
Valley Agri Society,Nigeria,Barley,39.72,90,Yes,Mobile Apps,838.39,None,Drip,No,1070.27
Savannah Agricultural Association,Tanzania,Barley,28.58,59,Yes,None,474.81,Inorganic,Drip,No,651.85
Savannah Farmers Group,Tanzania,Barley,58.23,30,Yes,Mobile Apps,757.38,Inorganic,Sprinkler,Yes,701.23
Savannah Agricultural Association,Nigeria,Barley,52.76,2,Yes,SMS,359.1,Inorganic,Sprinkler,Yes,663.47
River Farmers Union,Kenya,Wheat,48.63,34,Yes,None,150.01,Inorganic,Drip,No,407.17
Savannah Agricultural Association,South Africa,Sorghum,32.14,87,No,SMS,708.37,Organic,None,No,1164.16
River Farmers Group,Nigeria,Barley,14.64,51,Yes,Mobile Apps,683.92,None,Sprinkler,No,511.2
River Cultivators Club,Tanzania,Sorghum,74.5,70,No,None,821.47,Organic,Drip,Yes,630.13
Golden Farmers Group,Tanzania,Sorghum,88.11,50,Yes,None,654.5,None,Sprinkler,No,503.44
Green Agricultural Association,Nigeria,Rice,94.47,55,Yes,None,241.2,None,None,Yes,792.43
Savannah Farmers Group,Tanzania,Rice,6.8,98,Yes,None,867.85,None,Sprinkler,Yes,1145.73
Green Growers Coalition,Nigeria,Maize,74.25,20,Yes,SMS,664.53,None,Drip,Yes,480.56
Meadow Agri Society,Nigeria,Rice,72.92,0,No,None,826.85,Organic,Sprinkler,Yes,752.72
Meadow Agri Society,South Africa,Barley,94.76,52,No,Mobile Apps,796.7,None,None,No,417.9
River Farmers Group,Nigeria,Sorghum,26.04,5,No,None,368.08,Inorganic,Drip,No,1016.72
River Farmers Group,Tanzania,Maize,74.48,97,Yes,Mobile Apps,167.1,Inorganic,Drip,No,912.98
River Agri Society,Ghana,Rice,6.41,81,No,Mobile Apps,258.85,None,Drip,No,959.76
Harvest Farmers Union,South Africa,Wheat,63.49,61,Yes,SMS,183.58,Inorganic,Drip,No,777.87
River Cultivators Club,Tanzania,Maize,35.73,88,Yes,None,319.07,Inorganic,None,No,1126.11
Prairie Farmers Union,Tanzania,Barley,77.12,78,No,Mobile Apps,513.58,None,Drip,No,727.65
Prairie Growers Coalition,South Africa,Sorghum,86.47,46,Yes,None,916.13,None,None,Yes,811.27
Meadow Agri Society,South Africa,Barley,37.12,95,Yes,SMS,884.82,None,None,No,956.23
Meadow Cultivators Club,Tanzania,Barley,53.03,49,No,SMS,746.74,Organic,Sprinkler,Yes,816.45
Prairie Farmers Group,Ghana,Wheat,12.62,81,No,None,121.7,None,Sprinkler,Yes,551.47
Golden Farmers Union,Kenya,Wheat,42.27,30,Yes,Mobile Apps,407.25,None,Drip,No,653.66
Golden Agricultural Association,Tanzania,Sorghum,36.72,63,No,SMS,714.11,Organic,Drip,No,473.84
Green Growers Coalition,South Africa,Rice,19.13,28,No,Mobile Apps,216.13,Inorganic,None,No,746.09
Green Growers Coalition,Nigeria,Barley,89.55,14,No,Mobile Apps,820.98,Organic,Sprinkler,No,887.51
Prairie Agri Society,Nigeria,Rice,15.66,57,Yes,None,923.12,Inorganic,Drip,Yes,494.82
Prairie Agri Society,South Africa,Sorghum,63.94,22,Yes,SMS,418.69,Organic,Drip,Yes,904.47
Valley Farmers Union,South Africa,Barley,89.12,37,No,None,735.26,None,None,Yes,1114.3
Savannah Farmers Group,Kenya,Rice,91.28,40,Yes,None,233.38,Organic,Sprinkler,Yes,670.18
Mountain Farmers Group,South Africa,Barley,79.53,74,Yes,None,721.73,None,Drip,No,577.63
Prairie Agri Society,Nigeria,Wheat,18.44,14,No,Mobile Apps,119.31,Inorganic,Drip,Yes,1114.4
Prairie Agricultural Association,Ghana,Wheat,81.93,86,No,None,235.69,None,Drip,Yes,953.56
Sunrise Growers Coalition,South Africa,Maize,28.38,2,No,SMS,738.89,Organic,Drip,No,484.32
Sunrise Cultivators Club,Kenya,Sorghum,92.32,82,Yes,Mobile Apps,740.67,Organic,Drip,No,726.49
Green Agri Society,Ghana,Rice,71.2,0,Yes,None,677.05,Inorganic,Drip,No,939.27
Meadow Farmers Group,Kenya,Barley,78.74,87,Yes,SMS,529.63,None,Sprinkler,Yes,859.51
Valley Cultivators Club,Ghana,Maize,9.42,74,Yes,None,707.42,Inorganic,None,No,894.84
Mountain Farmers Group,South Africa,Sorghum,58.69,93,No,None,796.42,None,None,No,853.71
Harvest Growers Coalition,Nigeria,Sorghum,82.29,10,No,None,969.83,None,None,Yes,1038.45
Harvest Farmers Group,Ghana,Sorghum,86.3,59,No,Mobile Apps,899.78,Inorganic,Drip,No,656.34
Prairie Cultivators Club,Tanzania,Rice,3.83,64,No,None,815.08,Inorganic,None,Yes,966.77
Prairie Growers Coalition,Kenya,Wheat,93.98,75,No,SMS,725.28,None,Sprinkler,No,1192.86
Green Farmers Group,Ghana,Maize,5.29,3,Yes,None,616.74,Inorganic,Drip,No,711.97
Green Growers Coalition,Kenya,Rice,61.84,24,No,None,208.55,None,Sprinkler,No,1032.84
Harvest Growers Coalition,Nigeria,Barley,69.65,71,Yes,Mobile Apps,249.0,Inorganic,Drip,No,596.89
Harvest Agri Society,Kenya,Rice,11.63,78,Yes,None,838.25,Inorganic,Drip,Yes,625.52
Sunrise Farmers Group,Kenya,Barley,5.75,42,No,SMS,822.98,Inorganic,None,Yes,1147.89
Meadow Farmers Union,Tanzania,Barley,78.71,93,Yes,SMS,653.01,Organic,Sprinkler,Yes,420.75
Harvest Agri Society,Kenya,Sorghum,39.08,39,Yes,None,494.96,Inorganic,None,No,573.94
Valley Agri Society,Ghana,Rice,11.6,95,No,SMS,123.43,Organic,Drip,Yes,786.34
Valley Cultivators Club,Kenya,Wheat,76.5,98,Yes,SMS,394.46,None,Sprinkler,Yes,721.48
Meadow Farmers Union,South Africa,Barley,85.07,84,No,None,478.58,None,Sprinkler,No,903.34
Mountain Agri Society,Kenya,Sorghum,59.15,94,No,SMS,537.23,Inorganic,Drip,Yes,554.18
Harvest Cultivators Club,South Africa,Wheat,16.96,99,Yes,SMS,936.39,Organic,None,Yes,456.44
Sunrise Agricultural Association,Kenya,Rice,2.51,90,Yes,None,197.84,None,Drip,Yes,695.47
Savannah Farmers Group,Kenya,Wheat,70.38,43,No,Mobile Apps,566.98,Organic,Sprinkler,No,819.48
Harvest Agricultural Association,Ghana,Rice,55.46,71,Yes,Mobile Apps,431.13,Organic,Sprinkler,Yes,849.6
Valley Cultivators Club,South Africa,Barley,65.43,58,No,None,991.09,None,Sprinkler,No,881.19
River Cultivators Club,South Africa,Maize,81.51,22,No,Mobile Apps,875.68,Organic,Drip,No,838.93
Savannah Farmers Group,Tanzania,Maize,43.99,61,No,Mobile Apps,494.91,Organic,Sprinkler,Yes,596.6
Sunrise Agri Society,Kenya,Barley,13.33,22,No,Mobile Apps,999.73,None,Sprinkler,Yes,1011.64
Valley Agricultural Association,Kenya,Wheat,94.06,57,No,Mobile Apps,562.66,Inorganic,None,Yes,470.22
Valley Farmers Union,Ghana,Rice,54.98,54,No,None,250.41,Inorganic,None,No,558.68
Meadow Agri Society,Tanzania,Maize,61.91,32,Yes,Mobile Apps,600.29,Organic,Sprinkler,Yes,991.5
Savannah Growers Coalition,Tanzania,Rice,93.41,76,No,Mobile Apps,303.59,Inorganic,None,No,623.78
Sunrise Agri Society,Ghana,Barley,93.23,62,Yes,None,672.68,None,Drip,Yes,794.78
Mountain Agricultural Association,South Africa,Wheat,57.64,59,Yes,None,943.7,None,None,No,661.76
River Growers Coalition,Nigeria,Rice,30.46,98,Yes,Mobile Apps,807.58,None,None,Yes,805.58
Prairie Cultivators Club,Ghana,Wheat,99.71,60,No,SMS,345.85,Organic,None,No,677.32
Sunrise Farmers Group,South Africa,Maize,68.4,79,No,None,367.17,None,None,No,1195.37
Mountain Agricultural Association,Tanzania,Rice,41.44,75,Yes,None,162.36,Organic,Drip,No,685.98
Golden Cultivators Club,Ghana,Sorghum,56.42,60,No,Mobile Apps,357.28,Organic,None,Yes,901.64
Meadow Agri Society,Nigeria,Maize,42.17,94,Yes,SMS,183.36,None,Sprinkler,No,1110.67
Meadow Farmers Union,Kenya,Wheat,88.94,68,No,None,549.5,None,None,No,910.35
Sunrise Growers Coalition,Ghana,Barley,48.77,88,No,None,737.51,Organic,None,No,852.69
Sunrise Growers Coalition,Nigeria,Sorghum,82.53,20,No,None,776.06,None,Sprinkler,Yes,855.38
Mountain Agricultural Association,Nigeria,Rice,84.18,2,Yes,SMS,153.58,Inorganic,Drip,No,797.17
Sunrise Agri Society,Ghana,Maize,82.61,47,Yes,None,405.96,Organic,Sprinkler,No,1046.06
Golden Cultivators Club,South Africa,Rice,72.5,9,Yes,None,359.35,Organic,Sprinkler,Yes,440.34
Savannah Farmers Union,Ghana,Rice,85.63,86,No,SMS,193.87,None,Sprinkler,No,1108.1
Prairie Farmers Union,Tanzania,Sorghum,39.34,80,No,None,426.22,None,Sprinkler,Yes,869.03
Meadow Agricultural Association,Nigeria,Sorghum,12.35,41,Yes,SMS,369.39,Organic,None,Yes,1079.1
Golden Agricultural Association,Nigeria,Sorghum,84.4,98,Yes,SMS,671.05,Organic,None,Yes,408.31
Meadow Growers Coalition,Kenya,Sorghum,50.32,88,Yes,SMS,894.97,Organic,None,Yes,1095.42
Valley Farmers Group,Nigeria,Barley,13.61,65,No,Mobile Apps,509.36,None,None,No,496.11
Sunrise Farmers Union,Kenya,Wheat,12.42,90,Yes,None,772.0,Organic,Drip,Yes,976.97
Golden Agri Society,Nigeria,Sorghum,16.76,45,No,None,231.41,Inorganic,None,No,733.22
Savannah Farmers Union,Nigeria,Maize,75.35,8,No,None,905.47,Inorganic,None,Yes,944.86
Mountain Farmers Group,Ghana,Rice,71.37,48,Yes,SMS,237.34,None,Drip,No,902.55
River Cultivators Club,Ghana,Sorghum,21.18,3,No,Mobile Apps,272.89,Organic,Sprinkler,No,530.72
Mountain Farmers Union,Tanzania,Maize,84.85,59,No,SMS,195.82,Organic,None,No,811.69
Valley Agricultural Association,South Africa,Barley,28.85,89,No,None,378.71,Inorganic,None,No,621.78
Meadow Growers Coalition,Tanzania,Maize,79.51,95,No,SMS,597.17,Organic,Sprinkler,No,848.35
Mountain Agri Society,Nigeria,Maize,49.39,28,Yes,Mobile Apps,989.19,None,None,Yes,990.4
Savannah Agricultural Association,Tanzania,Barley,73.42,85,No,None,814.03,None,Sprinkler,No,465.01
Sunrise Cultivators Club,Ghana,Barley,38.76,46,Yes,SMS,442.39,None,Sprinkler,No,812.61
River Cultivators Club,Nigeria,Rice,35.37,76,No,Mobile Apps,618.26,Organic,Sprinkler,No,894.1
Meadow Farmers Union,Nigeria,Sorghum,84.29,86,Yes,SMS,660.98,Organic,None,Yes,636.29
Harvest Agri Society,Tanzania,Maize,4.49,62,No,SMS,840.45,Inorganic,Sprinkler,Yes,1162.4
Valley Agricultural Association,Kenya,Wheat,97.5,30,Yes,None,762.81,Inorganic,None,Yes,816.24
Mountain Agricultural Association,South Africa,Wheat,65.17,50,No,Mobile Apps,612.36,None,Drip,Yes,546.01
Prairie Farmers Group,Tanzania,Rice,43.82,40,Yes,SMS,702.26,Organic,Sprinkler,Yes,486.23
Harvest Agri Society,Tanzania,Wheat,63.18,35,Yes,Mobile Apps,771.33,Organic,None,Yes,833.33
Prairie Farmers Union,South Africa,Rice,13.15,39,Yes,None,219.83,None,Sprinkler,No,700.19
Golden Farmers Union,Nigeria,Sorghum,51.89,94,No,None,280.41,None,None,Yes,554.04
Meadow Agri Society,Nigeria,Rice,98.52,59,No,None,719.73,Inorganic,None,No,424.56
Golden Agricultural Association,Kenya,Barley,24.29,14,Yes,Mobile Apps,865.38,Inorganic,Drip,No,853.28
River Farmers Union,Tanzania,Barley,72.51,77,No,Mobile Apps,468.34,None,Sprinkler,No,878.88
River Cultivators Club,South Africa,Barley,44.06,98,Yes,SMS,981.9,Organic,None,No,513.44
Prairie Agricultural Association,Tanzania,Barley,65.59,87,Yes,Mobile Apps,294.46,Inorganic,Drip,No,881.39
Savannah Farmers Union,Ghana,Barley,21.28,29,No,None,475.03,None,None,No,1161.58
Harvest Cultivators Club,Tanzania,Barley,47.58,29,No,SMS,440.67,Organic,None,Yes,1182.64
Savannah Growers Coalition,Tanzania,Barley,98.03,26,No,Mobile Apps,937.27,None,Drip,No,1110.79
Meadow Cultivators Club,Ghana,Barley,20.33,39,No,None,356.84,Organic,Sprinkler,Yes,1045.66
River Cultivators Club,Ghana,Barley,64.01,77,No,None,523.71,Inorganic,Drip,No,567.49
Prairie Agricultural Association,South Africa,Sorghum,57.98,44,No,SMS,268.51,Organic,Sprinkler,No,525.15
Prairie Agricultural Association,Nigeria,Barley,56.94,74,Yes,None,569.14,Organic,None,No,755.96
Green Agricultural Association,Kenya,Rice,61.9,46,Yes,Mobile Apps,871.66,None,None,No,895.71
Sunrise Farmers Union,Ghana,Sorghum,50.72,89,Yes,None,373.64,Organic,Drip,Yes,1080.54
Sunrise Agri Society,Nigeria,Wheat,2.68,55,No,SMS,829.71,Inorganic,Drip,Yes,585.57
Savannah Cultivators Club,South Africa,Maize,90.11,53,Yes,None,920.18,None,Drip,Yes,783.72
Meadow Agri Society,Tanzania,Sorghum,82.87,84,No,None,165.66,None,None,Yes,917.95
River Cultivators Club,South Africa,Barley,18.24,8,No,Mobile Apps,780.78,None,Sprinkler,No,756.48
Sunrise Agri Society,South Africa,Sorghum,41.91,64,No,Mobile Apps,329.81,None,Drip,No,763.35
Valley Farmers Union,Ghana,Maize,77.28,69,Yes,Mobile Apps,257.79,None,Sprinkler,Yes,580.09
Prairie Cultivators Club,Kenya,Maize,98.03,0,Yes,Mobile Apps,641.01,None,Drip,No,1189.33
Meadow Farmers Union,Ghana,Barley,95.16,85,No,None,735.04,None,Drip,No,780.15
Harvest Agricultural Association,Tanzania,Barley,90.04,12,Yes,Mobile Apps,455.28,Inorganic,Drip,Yes,826.19
Sunrise Farmers Union,Ghana,Rice,16.68,37,No,None,135.26,Inorganic,Drip,Yes,574.85
Sunrise Cultivators Club,Tanzania,Maize,91.53,44,No,Mobile Apps,917.83,None,None,No,811.31
Sunrise Growers Coalition,Ghana,Barley,87.97,39,Yes,Mobile Apps,757.67,Organic,None,Yes,604.28
Valley Agricultural Association,Kenya,Maize,38.32,94,No,Mobile Apps,344.5,None,Drip,No,561.87
Valley Farmers Group,Nigeria,Rice,40.06,14,No,None,547.18,None,None,No,620.58
River Growers Coalition,Kenya,Wheat,46.53,49,No,Mobile Apps,125.01,None,None,No,402.21
Golden Agri Society,Ghana,Maize,65.96,1,No,None,405.35,Organic,None,No,856.12
Harvest Farmers Union,South Africa,Rice,26.82,52,Yes,Mobile Apps,570.28,Inorganic,None,No,709.98
Golden Growers Coalition,Nigeria,Rice,3.27,94,Yes,Mobile Apps,565.5,Organic,Sprinkler,No,1118.95
Savannah Growers Coalition,South Africa,Rice,14.98,25,No,SMS,287.37,Organic,Sprinkler,No,432.57
Harvest Cultivators Club,Kenya,Sorghum,44.57,65,No,Mobile Apps,799.07,Organic,None,Yes,434.56
River Cultivators Club,Nigeria,Barley,28.92,74,No,None,368.98,Organic,Sprinkler,Yes,1108.7
Sunrise Agricultural Association,Ghana,Maize,76.69,32,Yes,SMS,622.37,None,Drip,Yes,501.32
Golden Cultivators Club,South Africa,Sorghum,11.56,81,Yes,None,344.37,Inorganic,Sprinkler,Yes,401.73
Mountain Growers Coalition,Ghana,Maize,91.83,84,Yes,None,482.65,Organic,Drip,Yes,543.13
Savannah Farmers Union,Tanzania,Sorghum,89.64,58,Yes,SMS,286.76,Inorganic,Sprinkler,No,1059.1
River Agri Society,Nigeria,Barley,90.97,94,Yes,Mobile Apps,669.71,None,Sprinkler,No,1042.17
Green Cultivators Club,South Africa,Rice,74.22,25,No,SMS,483.03,None,Drip,Yes,672.11
Sunrise Farmers Union,Kenya,Maize,11.59,93,Yes,None,114.51,Inorganic,Drip,No,934.42
Sunrise Agri Society,Kenya,Rice,44.38,20,Yes,Mobile Apps,125.35,None,None,Yes,805.8
Harvest Cultivators Club,Kenya,Barley,14.01,48,No,SMS,524.02,Inorganic,Sprinkler,No,1123.79
Meadow Growers Coalition,Kenya,Maize,98.78,79,Yes,None,264.9,Organic,Drip,No,445.14
Mountain Agricultural Association,South Africa,Wheat,33.97,70,No,Mobile Apps,626.54,None,None,No,1050.54
Meadow Agricultural Association,Tanzania,Wheat,58.95,85,No,None,467.37,None,Drip,Yes,536.48
Green Growers Coalition,Kenya,Wheat,78.16,70,Yes,Mobile Apps,688.98,Inorganic,None,No,713.3
Savannah Farmers Union,Kenya,Barley,92.14,65,Yes,Mobile Apps,957.16,None,None,Yes,553.57
Harvest Cultivators Club,Kenya,Wheat,75.8,36,Yes,SMS,575.86,Organic,Drip,No,962.09
Valley Agricultural Association,Tanzania,Maize,67.78,13,Yes,Mobile Apps,808.64,None,Drip,Yes,942.66
Valley Agricultural Association,Nigeria,Wheat,47.13,71,No,None,777.74,None,Sprinkler,Yes,838.32
Sunrise Agricultural Association,Kenya,Maize,60.93,92,No,Mobile Apps,929.61,None,Sprinkler,Yes,958.53
Sunrise Growers Coalition,Kenya,Barley,10.32,6,Yes,None,292.62,Inorganic,None,No,911.65
Green Farmers Group,Kenya,Rice,88.51,37,No,Mobile Apps,844.59,Organic,Drip,No,1021.15
Harvest Agri Society,Nigeria,Sorghum,54.83,44,No,Mobile Apps,914.97,Organic,Sprinkler,No,591.53
Mountain Agri Society,Kenya,Wheat,4.97,21,No,SMS,453.49,None,None,No,743.13
Harvest Agricultural Association,Nigeria,Sorghum,92.07,43,Yes,Mobile Apps,382.43,None,Sprinkler,Yes,521.3
Savannah Agricultural Association,Nigeria,Rice,49.44,80,No,Mobile Apps,956.83,Inorganic,None,No,743.67
River Growers Coalition,Ghana,Barley,86.99,79,No,None,664.87,Organic,Sprinkler,Yes,961.35
Mountain Farmers Union,Ghana,Barley,85.83,96,No,None,442.61,None,Drip,Yes,953.11
Sunrise Cultivators Club,Kenya,Rice,81.76,34,Yes,None,812.64,Organic,None,No,967.54
Meadow Cultivators Club,South Africa,Sorghum,7.08,59,No,Mobile Apps,374.03,None,None,Yes,647.01
Meadow Growers Coalition,Ghana,Wheat,25.46,95,No,None,258.77,None,Sprinkler,No,929.77
Mountain Farmers Union,Ghana,Maize,87.68,2,No,None,589.57,Inorganic,Sprinkler,No,693.97
Meadow Farmers Group,South Africa,Barley,90.0,66,No,Mobile Apps,609.59,Organic,Sprinkler,No,1155.59
Golden Farmers Group,Tanzania,Rice,46.35,71,No,None,843.17,Organic,Drip,Yes,674.69
Harvest Agri Society,Kenya,Sorghum,44.56,94,No,SMS,511.32,None,Sprinkler,No,882.41
Golden Farmers Union,Tanzania,Wheat,18.34,54,No,SMS,833.13,None,Sprinkler,Yes,1000.12
Savannah Agri Society,Tanzania,Sorghum,96.87,8,Yes,None,380.19,Inorganic,Drip,No,1125.13
River Farmers Group,Nigeria,Wheat,22.1,68,Yes,None,617.83,None,Sprinkler,No,750.34
Savannah Farmers Union,Nigeria,Maize,19.9,27,Yes,None,287.63,Organic,Drip,No,688.39
Valley Agricultural Association,Kenya,Maize,66.41,14,Yes,Mobile Apps,446.9,Inorganic,Drip,Yes,744.02
Sunrise Growers Coalition,South Africa,Rice,25.04,90,Yes,SMS,871.79,Organic,Sprinkler,Yes,658.96
Sunrise Agri Society,Nigeria,Rice,93.94,30,Yes,SMS,294.39,Inorganic,Drip,Yes,923.14
River Farmers Union,Ghana,Wheat,2.08,58,No,None,829.22,Organic,Sprinkler,No,1146.17
River Agricultural Association,Kenya,Wheat,1.57,81,Yes,None,354.58,None,Drip,No,500.86
Golden Cultivators Club,Tanzania,Wheat,50.98,53,Yes,Mobile Apps,131.04,Organic,None,Yes,848.74
Mountain Growers Coalition,Kenya,Wheat,49.32,67,Yes,Mobile Apps,198.94,Organic,Sprinkler,No,1118.12
Harvest Farmers Union,Nigeria,Maize,17.17,84,Yes,SMS,771.29,Inorganic,None,No,480.09
Prairie Farmers Group,South Africa,Rice,49.96,46,No,Mobile Apps,335.86,Organic,None,No,795.09
River Growers Coalition,Tanzania,Rice,41.75,41,No,SMS,688.73,None,None,No,1092.18
Valley Agri Society,South Africa,Barley,89.14,22,No,None,729.28,Inorganic,None,Yes,1120.36
Harvest Agricultural Association,Kenya,Rice,1.92,85,No,None,410.61,Inorganic,Sprinkler,Yes,811.48
Prairie Agri Society,South Africa,Rice,97.65,64,Yes,SMS,527.43,Organic,Drip,Yes,419.96
Prairie Cultivators Club,South Africa,Sorghum,62.81,88,No,None,463.39,Inorganic,Sprinkler,Yes,484.51
Valley Farmers Union,Kenya,Sorghum,16.03,53,Yes,Mobile Apps,952.61,None,Sprinkler,No,869.37
River Farmers Group,Tanzania,Barley,5.63,91,No,None,387.95,Organic,Drip,Yes,499.09
Green Agri Society,South Africa,Wheat,54.27,100,Yes,None,264.99,None,None,Yes,519.53
River Cultivators Club,South Africa,Barley,24.25,10,Yes,SMS,429.03,Organic,Drip,No,1017.69
Sunrise Agri Society,Kenya,Barley,30.82,62,No,Mobile Apps,702.56,Organic,None,Yes,1000.55
